ValidDate,ValidTime,latitude,longitude
04/16/2024,15:55,34.021526,-118.288752
04/16/2024,15:55,34.021566,-118.28889
04/16/2024,15:55,34.02147,-118.288567
04/16/2024,15:56,34.021553,-118.288315
04/16/2024,15:56,34.021452,-118.288464
04/16/2024,15:56,34.021578,-118.288401
04/16/2024,15:56,34.021503,-118.288488
04/16/2024,15:56,34.021594,-118.288463
04/16/2024,15:57,34.02156,-118.288531
04/16/2024,15:57,34.021578,-118.288662
04/16/2024,15:57,34.021656,-118.288791
04/16/2024,15:57,34.0217,-118.288915
04/16/2024,15:57,34.021684,-118.289025
04/16/2024,15:57,34.021624,-118.28911
04/16/2024,15:57,34.021548,-118.289003
04/16/2024,15:57,34.021516,-118.288871
04/16/2024,15:57,34.021528,-118.288764
04/16/2024,15:58,34.021528,-118.288794
04/16/2024,15:58,34.021575,-118.288888
04/16/2024,15:58,34.021599,-118.288761
04/16/2024,15:59,34.021564,-118.288623
04/16/2024,16:01,34.021673,-118.288653
04/16/2024,16:01,34.021594,-118.288708
04/16/2024,16:01,34.021721,-118.288666
04/16/2024,16:01,34.021641,-118.288768
04/16/2024,16:01,34.021546,-118.288658
04/16/2024,16:02,34.021499,-118.288777
04/16/2024,16:02,34.021527,-118.288903
04/16/2024,16:02,34.021582,-118.289018
04/16/2024,16:02,34.021607,-118.289134
04/16/2024,16:02,34.021689,-118.289089
04/16/2024,16:02,34.021551,-118.289181
04/16/2024,16:02,34.021646,-118.289197
04/16/2024,16:02,34.021683,-118.289318
04/16/2024,16:02,34.021723,-118.289206
04/16/2024,16:02,34.021726,-118.289089
04/16/2024,16:02,34.021564,-118.289206
04/16/2024,16:02,34.021582,-118.289015
04/16/2024,16:02,34.021506,-118.28914
04/16/2024,16:03,34.021637,-118.289116
04/16/2024,16:03,34.021667,-118.289231
04/16/2024,16:03,34.021746,-118.289174
04/16/2024,16:03,34.021663,-118.289226
04/16/2024,16:03,34.021579,-118.289315
04/16/2024,16:03,34.021706,-118.289122
04/16/2024,16:03,34.021645,-118.289232
04/16/2024,16:03,34.021725,-118.289125
04/16/2024,16:03,34.021693,-118.289253
04/16/2024,16:03,34.021699,-118.28912
04/16/2024,16:03,34.021586,-118.289151
04/16/2024,16:03,34.021613,-118.289011
04/16/2024,16:03,34.021642,-118.288111
04/16/2024,16:03,34.021381,-118.288077
04/16/2024,16:04,34.021443,-118.288166
04/16/2024,16:04,34.021488,-118.28826
04/16/2024,16:04,34.021504,-118.288391
04/16/2024,16:04,34.021557,-118.288527
04/16/2024,16:04,34.021677,-118.288689
04/16/2024,16:04,34.021727,-118.288803
04/16/2024,16:04,34.021757,-118.288943
04/16/2024,16:04,34.021752,-118.288934
04/16/2024,16:04,34.021876,-118.288784
04/16/2024,16:04,34.021947,-118.288909
04/16/2024,16:04,34.022041,-118.289054
04/16/2024,16:04,34.021929,-118.288998
04/16/2024,16:04,34.021826,-118.289055
04/16/2024,16:04,34.021791,-118.288954
04/16/2024,16:05,34.021712,-118.288829
04/16/2024,16:05,34.021579,-118.288739
04/16/2024,16:06,34.021488,-118.288955
04/16/2024,16:10,34.021587,-118.288925
04/16/2024,16:10,34.021641,-118.28902
04/16/2024,16:10,34.021675,-118.289131
04/16/2024,16:10,34.021747,-118.288989
04/16/2024,16:12,34.02159,-118.288948
04/16/2024,16:14,34.021847,-118.288836
04/16/2024,16:25,34.022345,-118.288699
04/16/2024,16:25,34.02226,-118.288747
04/16/2024,16:25,34.02197,-118.288761
04/16/2024,16:25,34.021837,-118.28859
04/16/2024,16:25,34.021502,-118.288684
04/16/2024,16:25,34.021418,-118.288615
04/16/2024,16:26,34.021362,-118.288459
04/16/2024,16:26,34.021384,-118.288629
04/16/2024,16:26,34.021341,-118.288512
04/16/2024,16:26,34.021523,-118.288875
04/16/2024,16:27,34.021546,-118.288746
04/16/2024,16:27,34.021675,-118.288507
04/16/2024,16:27,34.021615,-118.288517
04/16/2024,16:28,34.021821,-118.288521
04/16/2024,16:28,34.021752,-118.288387
04/16/2024,16:28,34.021846,-118.288388
04/16/2024,16:29,34.021943,-118.288367
04/16/2024,16:30,34.021817,-118.288335
04/16/2024,16:30,34.021733,-118.288274
04/16/2024,16:30,34.021717,-118.288414
04/16/2024,16:30,34.021894,-118.288868
04/16/2024,16:30,34.021435,-118.289342
04/16/2024,16:30,34.021393,-118.28957
04/16/2024,16:31,34.021488,-118.289202
04/16/2024,16:31,34.021479,-118.289343
04/16/2024,16:31,34.021469,-118.2895
04/16/2024,16:31,34.021624,-118.289182
04/16/2024,16:31,34.02144,-118.289348
04/16/2024,16:31,34.022247,-118.288383
04/16/2024,16:31,34.022384,-118.288381
04/16/2024,16:31,34.022212,-118.288386
04/16/2024,16:31,34.021868,-118.28825
04/16/2024,16:31,34.021473,-118.288252
04/16/2024,16:33,34.021354,-118.288994
04/16/2024,16:35,34.021257,-118.288796
04/16/2024,16:35,34.021482,-118.288952
04/16/2024,16:35,34.021554,-118.288882
04/16/2024,16:36,34.021424,-118.289109
04/16/2024,16:36,34.021608,-118.288835
04/16/2024,16:36,34.021675,-118.288747
04/16/2024,17:01,34.021513,-118.288689
04/16/2024,17:06,34.021401,-118.28887
04/16/2024,17:06,34.021466,-118.288965
04/16/2024,17:06,34.021529,-118.289052
04/16/2024,17:06,34.021651,-118.288879
04/16/2024,17:06,34.021468,-118.288763
04/16/2024,17:07,34.021877,-118.288831
04/16/2024,17:07,34.021661,-118.288442
04/16/2024,17:07,34.021504,-118.288522
04/16/2024,17:08,34.021812,-118.288551
04/16/2024,17:08,34.021849,-118.288604
04/16/2024,17:08,34.021838,-118.288593
04/16/2024,17:08,34.021873,-118.288588
04/16/2024,17:08,34.021925,-118.28853
04/16/2024,17:10,34.021907,-118.288321
04/16/2024,17:10,34.021785,-118.288543
04/16/2024,17:10,34.021895,-118.288584
04/16/2024,17:10,34.021832,-118.288519
04/16/2024,17:10,34.021808,-118.288471
04/16/2024,17:10,34.021891,-118.288537
04/16/2024,17:10,34.021862,-118.288566
04/16/2024,17:10,34.022013,-118.288528
04/16/2024,17:11,34.021793,-118.288672
04/16/2024,17:11,34.021682,-118.288721
04/16/2024,17:11,34.021463,-118.288806
04/16/2024,17:11,34.02177,-118.288661
04/16/2024,17:12,34.021902,-118.288622
04/16/2024,17:12,34.021898,-118.288644
04/16/2024,17:12,34.02184,-118.288556
04/16/2024,17:13,34.021206,-118.289209
