"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","NO2","NO2_Unit","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit"
"000050126","Sainte-Anne-de-Bellevue","Inactive","CA","45.4333","-73.9333","39.3","-5","CA","CC","04/12/2024","16:00","Meteorological Service of Canada","","","","","","1","0","0","0","","","","","","","","","","","",""
"311090016","Davey","Active","R7","40.984969","-96.671425","384.0","-6","US","NE","04/12/2024","16:00","Lincoln-Lancaster County Health Department","Lincoln","37","","","","1","0","0","0","","","","","","","","","45.0","PPB","",""
"450310003","Pee Dee","Active","R4","34.285599","-79.744698","38.7","-5","US","SC","04/12/2024","16:00","South Carolina DHEC","Florence and Darlington","31","","","","1","0","0","0","","","","","","","","","32.0","PPB","",""
"483550026","Corpus Christi Tuloso C21","Active","R6","27.8333","-97.5558","0.0","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Corpus Christi","37","","","","1","0","0","0","","","","","","","","","56.0","PPB","",""
"270953051","Mille Lacs","Active","R5","46.2056","-93.7589","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","East Central Minnesota","37","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"060376012","Santa Clarita","Active","R9","34.3833","-118.5283","116.8","-8","US","CA","04/12/2024","16:00","South Coast AQMD","San Fernando-Santa Clarita Valleys|Santa Clarita Vly|San Gabriel Mts","23","","","14","1","0","1","1","15.9","PPB","0.4","PPM","","","","","27.0","PPB","",""
"028111510","JPN Site 028111510","Active","","34.672973","134.97779","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"042202030","JPN Site 042202030","Active","","33.209149","129.719961","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"270213410","Leech Lake Nation: Cass Lake","Active","R5","47.38443","-94.60166","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Central Minnesota","","","7","","0","0","1","0","","","","","1.7","UG/M3","","","","","",""
"013110530","JPN Site 013110530","Active","","35.623509","139.678467","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013220010","JPN Site 013220010","Active","","35.750436","139.424594","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013221010","JPN Site 013221010","Active","","35.78099","139.521806","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"014213010","JPN Site 014213010","Active","","35.487409","139.459325","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"015205060","JPN Site 015205060","Active","","37.370525","138.575978","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"170310057","CHI_SP","Active","R5","41.9136","-87.7239","0.0","-6","US","IL","04/12/2024","16:00","Illinois EPA","Chicago","","","14","","0","0","1","0","","","","","1.9","UG/M3","","","","","",""
"400979014","PRYOR","Active","R6","36.228298","-95.25","190.0","-6","US","OK","04/12/2024","16:00","Cherokee Nation","","30","","","","1","1","0","0","","","","","","","","","41.0","PPB","",""
"160090010","St. Maries","Active","R10","47.3167","-116.570297","664.9","-8","US","ID","04/12/2024","16:00","Idaho Department of Environmental Quality","St. Maries","","","17","","0","0","1","0","","","","","3.0","UG/M3","","","","","",""
"181699991","Salamonie Reservoir","Active","R3","40.816","-85.6611","250.1","-5","US","IN","04/12/2024","16:00","EPA Office of Atmospheric Protection","Fort Wayne","33","","","","1","0","0","0","","","","","","","","","35.0","PPB","",""
"060136003","Pt. San Pablo","Active","R9","37.96186","-122.42333","69.8","-8","US","CA","04/12/2024","16:00","San Francisco Bay Area AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"300310017","West Yellowstone Park Ent #2","Active","R8","44.657014","-111.089618","0.0","-7","US","MT","04/12/2024","16:00","Montana DEQ","Yellowstone National Park","","","8","0","0","0","1","1","0.5","PPB","0.2","PPM","1.0","UG/M3","","","","","",""
"230290019","Jonesport","Inactive","R1","44.531883","-67.595879","0.0","-5","US","ME","04/12/2024","16:00","Maine Dept. of Environmental Protection","Downeast Coast","","","","","1","0","0","0","","","","","","","","","","","",""
"482011042","Kingwood C309","Inactive","R6","30.0583","-95.1897","18.3","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","","","","","0","0","1","0","","","","","","","","","","","",""
"171613002","ROCK_IS","Active","R5","41.5144","-90.5172","0.0","-6","US","IL","04/12/2024","16:00","Illinois EPA","Rock Island-Moline","31","","10","","1","0","1","0","","","","","2.1","UG/M3","","","41.0","PPB","",""
"370510009","W OWEN SCH","Active","R4","35.041416","-78.953112","61.0","-5","US","NC","04/12/2024","16:00","North Carolina DEQ - Division of Air Quality","Cumberland County","","19","7","","0","1","1","0","","","","","-2.0","UG/M3","","","","","23.0","UG/M3"
"480390619","Mustang Bayou C619","Inactive","R6","29.3136","-95.2014","390.4","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"CC0090302","RED DEER RIVERSIDE DRIVE","Active","CA","52.2989","-113.7942","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","25","","29","","1","0","1","0","","","","","5.5","UG/M3","","","37.0","PPB","",""
"041210010","JPN Site 041210010","Active","","33.308317","130.371569","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840410510031","Gresham Centennial HS","Active","R10","45.4962","-122.4834","80.8","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","","","","21","","0","0","1","0","","","","","4.3","UG/M3","","","","","",""
"840060731025","N/A","Active","R9","32.552794","-117.047286","18.0","-8","US","CA","04/12/2024","16:00","San Diego APCD","","","","46","","0","0","1","0","","","","","11.1","UG/M3","","","","","",""
"012105010","JPN Site 012105010","Active","","35.557692","140.169818","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"012421020","JPN Site 012421020","Active","","35.347995","140.380088","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023342010","JPN Site 023342010","Active","","35.249057","136.914547","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"027209010","JPN Site 027209010","Active","","34.732977","135.554129","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"033208010","JPN Site 033208010","Active","","34.673785","133.744282","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"034201510","JPN Site 034201510","Active","","34.395459","132.458568","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"410670004","Hillsboro - Hare Field","Active","R10","45.528501","-122.972398","62.8","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Portland|Hillsboro","","","8","","0","0","1","0","","","","","2.2","UG/M3","","","","","",""
"510030001","Albemarle HS","Active","R3","38.07657","-78.50397","176.9","-5","US","VA","04/12/2024","16:00","Virginia Dept. of Environmental Quality","Charlottesville","41","","11","","1","0","1","0","","","","","2.5","UG/M3","","","48.0","PPB","",""
"530090015","Neah Bay 2-Makah Tribe","Active","R10","48.366058","-124.610046","0.3","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Makah Indian Tribe of Makah Indian Reservation","","","12","","0","0","1","0","","","","","1.7","UG/M3","","","","","",""
"160010023","Near Road","Inactive","R10","43.593929","-116.381248","800.3","-7","US","ID","04/12/2024","16:00","Idaho Department of Environmental Quality","","","","","","0","0","0","1","","","","","","","","","","","",""
"270072304","Red Lake Nation Hospital","Active","R5","47.878159","-95.029172","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Northwestern Minnesota","","","8","","0","0","1","0","","","","","1.6","UG/M3","","","","","",""
"DS1010002","Chennai","Active","DSIN","13.08784","80.278475","0.0","5.5","IN","DS","04/12/2024","16:00","U.S. Department of State India - Chennai","Chennai","","","","","0","0","1","0","","","","","16.0","UG/M3","","","","","",""
"000054401","Saint-Anicet","Active","CA","45.1167","-74.2833","49.4","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","44","","8","","1","0","1","0","","","","","2.8","UG/M3","","","56.0","PPB","",""
"060290014","Bakersfield - California Ave","Active","R9","35.356615","-119.062613","0.0","-8","US","CA","04/12/2024","16:00","California Air Resources Board","Bakersfield","39","","55","6","1","0","1","1","6.3","PPB","","","7.6","UG/M3","","","49.0","PPB","",""
"291831004","Orchard Farm","Active","R7","38.8994","-90.44917","134.5","-6","US","MO","04/12/2024","16:00","Missouri Department of Natural Resources","Saint Louis","38","","","","1","0","0","0","","","","","","","","","45.0","PPB","",""
"390850003","Eastlake","Active","R5","41.673006","-81.422455","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","Cleveland-Akron-Lorain","43","","","","1","0","0","0","","","","","","","","","47.0","PPB","",""
"420990301","LITT","Inactive","R3","40.4569","-77.1656","0.0","-5","US","PA","04/12/2024","16:00","Pennsylvania Dept. of Environmental Protection","","","","","","1","0","0","0","","","","","","","","","","","",""
"481410057","Socorro Hueco C49","Active","R6","31.66752","-106.28774","1116.9","-7","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","El Paso","35","31","27","","1","1","1","0","","","","","6.3","UG/M3","","","46.0","PPB","30.0","UG/M3"
"040101510","JPN Site 040101510","Active","","33.947981","130.968712","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"041203010","JPN Site 041203010","Active","","33.379145","130.522387","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840060379035","Lancaster-Fairgrounds","Active","R9","34.7254","-118.1786","0.0","-8","US","CA","04/12/2024","16:00","Antelope Valley AQMD","Antelope Vly","38","19","30","5","1","1","1","1","5.3","PPB","","","9.0","UG/M3","","","49.0","PPB","19.0","UG/M3"
"084BZ1010001","Belmopan","Active","DSBH","17.256124","-88.773876","0.0","-6","BH","N/A","04/12/2024","16:00","U.S. Department of State Belize - Belmopan","Belmopan","","","40","","0","0","1","0","","","","","9.0","UG/M3","","","","","",""
"060270028","Lizard Tail","Active","R9","36.5432","-117.9418","0.0","-8","US","CA","04/12/2024","16:00","Great Basin Unified Air Pollution Control District","Owens Lake","","12","","","0","1","0","0","","","","","","","","","","","14.0","UG/M3"
"004421010","JPN Site 004421010","Active","","38.446562","140.887126","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011203060","JPN Site 011203060","Active","","35.836264","139.683179","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011214030","JPN Site 011214030","Active","","35.971807","139.745668","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"015102510","JPN Site 015102510","Active","","37.936863","139.086465","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"028202530","JPN Site 028202530","Active","","34.76436","135.38553","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"510410004","BEACH ROAD","Active","R3","37.35748","-77.59355","0.0","-5","US","VA","04/12/2024","16:00","Virginia Dept. of Environmental Quality","Richmond","42","9","13","","1","1","1","0","","","","","3.1","UG/M3","","","48.0","PPB","9.0","UG/M3"
"061070009","Sequoia and Kings Canyon - Ash Mountain","Active","USEPA","36.489399","-118.826897","610.3","-8","US","CA","04/12/2024","16:00","National Park Service","Sequoia and Kings Canyon National Parks","32","","15","","1","0","1","0","","","","","5.0","UG/M3","","","33.0","PPB","",""
"000055501","Frelighsburg","Active","CA","45.0517","-72.8617","234.9","-5","CA","CC","04/12/2024","16:00","Canadian Air and Precipitation Monitoring Network","","36","","","","1","0","0","0","","","","","","","","","41.0","PPB","",""
"484395007","Arlington KGKY C5007","Active","R6","32.663889","-97.095833","183.0","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"060271033","Big Pine-CA","Active","R8","37.0056","-118.2936","1233.7","-8","US","CA","04/12/2024","16:00","Quality Review and Exchange System for Tribes (QREST)","","","","","","0","0","0","0","","","","","","","","","","","",""
"040071001","Hayden","Active","R9","33.006268","-110.786484","625.3","-7","US","AZ","04/12/2024","16:00","Arizona Department of Environmental Quality","Hayden","","12","","","0","1","0","0","","","","","","","0.0","PPB","","","13.0","UG/M3"
"040191028","Children's Park Site","Active","R9","32.2953","-110.9822","0.0","-7","US","AZ","04/12/2024","16:00","Pima County Department of Environmental Quality","Tucson","37","","33","","1","0","1","0","","","","","8.0","UG/M3","","","46.0","PPB","",""
"340230006","New Brunswick","Inactive","R2","40.472824","-74.422401","20.7","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","New Brunswick|New Jersey","","","","","0","0","1","0","","","","","","","","","","","",""
"484790016","Laredo C44","Active","R6","27.517403","-99.515244","97.6","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Laredo","44","","","","1","1","0","0","","","","","","","","","52.0","PPB","",""
"060375005","LAX-Hastings","Inactive","R9","33.95507","-118.43046","27.5","-8","US","CA","04/12/2024","16:00","South Coast AQMD","Los Angeles and Orange Co. Coastal|NW Coastal LA|SW Coastal LA","","","","","1","0","0","1","","","","","","","","","","","",""
"000052801","Auclair","Active","CA","47.73333","-68.7072","99.1","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","33","","7","","1","0","1","0","","","","","2.2","UG/M3","","","36.0","PPB","",""
"482011017","Baytown Garth C1017","Active","R6","29.823319","-94.983786","12.2","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","35","","","","1","0","0","0","","","","","","","","","45.0","PPB","",""
"060879992","Felton SLVMS","Inactive","R9","37.063381","-122.081072","98.2","-8","US","CA","04/12/2024","16:00","Monterey Bay Unified APCD","","","","","","0","0","1","0","","","","","","","","","","","",""
"401259023","MOBILE - POTAWATOMI","Inactive","R6","35.302864","-96.918326","305.0","-6","US","OK","04/12/2024","16:00","Cherokee Nation","","","","","","1","0","0","0","","","","","","","","","","","",""
"551050030","Beloit-Converse","Active","R5","42.51831","-89.06347","0.0","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","Walworth and Rock Counties","42","","","","1","0","0","0","","","","","","","","","42.0","PPB","",""
"TT5420500","Santa Rosa Rancheria","Active","","36.233333","-119.765083","0.0","-8","","N/A","04/12/2024","16:00","Tachi-Yokut Tribe","Santa Rosa Rancheria","","","","","1","1","0","0","","","","","","","","","","","",""
"015206050","JPN Site 015206050","Active","","37.955754","139.329222","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"044201080","JPN Site 044201080","Active","","33.247513","131.71896","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000030501","Kejimkujik National Park","Inactive","CA","44.4336","-65.2058","0.0","-4","CA","CC","04/12/2024","16:00","Canadian Air and Precipitation Monitoring Network","","","","","","1","0","0","0","","","","","","","","","","","",""
"340131003","East Orange","Inactive","R2","40.7575","-74.2005","47.9","-5","US","NJ","04/12/2024","16:00","New Jersey Dept. of Environmental Protection","East Orange|New Jersey(Northern)","","","","","0","0","0","1","","","","","","","","","","","",""
"484391002","Ft. Worth Northwest C13","Active","R6","32.805818","-97.356567","201.3","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","27","","45","","1","0","1","1","","","","","9.0","UG/M3","","","41.0","PPB","",""
"530090013","Cheeka Peak","Active","R10","48.2867","-124.6203","466.7","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Makah Indian Tribe of Makah Indian Reservation|Cheeka Peak","38","","3","","1","0","1","0","","","0.1","PPM","0.7","UG/M3","0.2","PPB","37.0","PPB","",""
"060852009","Cupertino","Inactive","R9","37.318439","-122.069702","0.0","-8","US","CA","04/12/2024","16:00","San Francisco Bay Area AQMD","","","","","","1","0","1","0","","","","","","","","","","","",""
"000103502","Castlegar Zinio Park","Active","CA","49.317698","-117.661527","0.0","-8","CA","CC","04/12/2024","16:00","British Columbia Ministry of Environment","","26","6","21","4","1","1","1","1","4.1","PPB","","","5.2","UG/M3","0.1","PPB","23.0","PPB","9.0","UG/M3"
"023110050","JPN Site 023110050","Active","","35.140178","136.812339","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"028219010","JPN Site 028219010","Active","","34.889066","135.22526","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840020200045","Laurel","Active","R10","61.181117","-149.834","50.0","-9","US","AK","04/12/2024","16:00","State of Alaska DEC","","","11","","","0","1","0","0","","","","","","","","","","","22.0","UG/M3"
"840410351001","Crater Lake Rim","Inactive","R10","42.910942","-122.145116","2165.5","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","Crater Lake","","","","","0","0","1","0","","","","","","","","","","","",""
"212270009","Smiths Grove","Active","R4","37.04926","-86.21487","0.0","-5","US","KY","04/12/2024","16:00","Kentucky DEP","Bowling Green","33","","12","","1","0","1","0","","","","","2.8","UG/M3","","","37.0","PPB","",""
"000060304","Kingston","Active","CA","44.219953","-76.521143","0.0","-5","CA","CC","04/12/2024","16:00","Ontario Ministry of the Environment","","31","","5","2","1","0","1","1","2.0","PPB","","","1.0","UG/M3","","","37.0","PPB","",""
"110010051","DCNearRoad","Active","R3","38.894749","-76.953427","0.0","-5","US","DC","04/12/2024","16:00","District of Columbia - Department of Energy and Environment","Northern Virginia","","","15","2","0","0","1","1","2.3","PPB","0.2","PPM","3.0","UG/M3","","","","","",""
"040213015","Hidden Valley","Active","R9","32.884761","-112.03705","0.0","-7","US","AZ","04/12/2024","16:00","Pinal County Air Quality Control District","Hidden Valley","","109","79","","0","1","1","0","","","","","23.1","UG/M3","","","","","154.0","UG/M3"
"008215010","JPN Site 008215010","Active","","36.781182","140.733604","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"017202200","JPN Site 017202200","Active","","37.080805","136.927795","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000053501","François","Inactive","CA","47.0147","-70.8644","61.3","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","","","","","1","0","0","0","","","","","","","","","","","",""
"211111021","WLKYTV","Inactive","R4","38.263599","-85.7117","0.0","-5","US","KY","04/12/2024","16:00","Louisville Metro Air Pollution Control District ","Louisville","","","","","1","0","0","0","","","","","","","","","","","",""
"450210002","Cowpens National Battlefield","Inactive","R4","35.130299","-81.816399","296.2","-5","US","SC","04/12/2024","16:00","South Carolina DHEC","Greenville-Spartanburg","","","","","1","0","0","0","","","","","","","","","","","",""
"410250002","Burns - Madison Street","Inactive","R10","43.586399","-119.051697","1268.5","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"482010557","Mercer Arboretum C557","Inactive","R6","30.038055","-95.381111","12.2","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"550030010","Bad River Tribal School","Active","R5","46.6144","-90.6986","0.0","-6","US","WI","04/12/2024","16:00","Wisconsin Dept. of Natural Resources","Ashland County","32","","11","","1","0","1","0","","","","","2.6","UG/M3","","","37.0","PPB","",""
"047301950","JPN Site 047301950","Active","","26.870079","128.246764","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"070BH2010001","Banja Luka","Active","DSBK","44.7725","17.185556","0.0","1","BK","N/A","04/12/2024","16:00","U.S. Department of State Bosnia Herzegovina - Banja Luka","Banja Luka","","","60","","0","0","1","0","","","","","15.9","UG/M3","","","","","",""
"CC0040209","CASTLE ST. SAINT JO","Active","CA","45.280278","-66.056111","29.9","-4","CA","CC","04/12/2024","16:00","Canada-New Brunswick1","","34","","14","1","1","0","1","1","1.2","PPB","","","4.0","UG/M3","","","39.0","PPB","",""
"060070008","Chico -  East","Active","R9","39.76168","-121.84047","62.8","-8","US","CA","04/12/2024","16:00","California Air Resources Board","Chico","31","15","23","2","1","1","1","1","2.7","PPB","0.2","PPM","6.0","UG/M3","","","29.0","PPB","19.0","UG/M3"
"270177417","Fond du Lac","Active","R5","46.713694","-92.511722","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Duluth Area|North Central Minnesota","35","","10","","1","0","1","0","","","","","2.3","UG/M3","","","40.0","PPB","",""
"LM1010001","Lima","Active","DSPE","-12.099398","-76.968882","0.0","-5","PE","N/A","04/12/2024","16:00","U.S. Department of State Peru - Lima","Lima","","","","","0","0","1","0","","","","","","","","","","","",""
"800268012","San Luis Rio Colorado","Active","R9","32.466703","-114.768761","44.5","-7","US","MX","04/12/2024","16:00","Arizona Department of Environmental Quality","","38","","","","1","0","0","0","","","","","","","","","49.0","PPB","",""
"001204050","JPN Site 001204050","Active","","43.796848","142.32676","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040038001","Chiricahua NM","Active","USEPA","32.009201","-109.389198","1570.8","-7","US","AZ","04/12/2024","16:00","National Park Service","Chiricahua National Park","50","","","","1","0","0","0","","","","","","","","","60.0","PPB","",""
"061131003","Woodland","Active","R9","38.661239","-121.732683","0.0","-8","US","CA","04/12/2024","16:00","Yolo-Solano AQMD","Woodland","28","","28","","1","0","1","0","","","","","5.0","UG/M3","","","32.0","PPB","",""
"130850001","Dawsonville","Active","R4","34.3778","-84.0561","0.0","-5","US","GA","04/12/2024","16:00","Georgia Department of Natural Resources","Atlanta","38","","","","1","0","0","0","","","","","","","","","45.0","PPB","",""
"132611001","Leslie","Active","R4","31.9531","-84.0794","102.8","-5","US","GA","04/12/2024","16:00","Georgia Department of Natural Resources","Leslie","38","","","","1","0","0","0","","","","","","","","","48.0","PPB","",""
"250092006","LYNN","Active","R1","42.474701","-70.971901","0.0","-5","US","MA","04/12/2024","16:00","Massachusetts Dept. of Environmental Protection","Lynn","34","","29","2","1","0","1","1","2.1","PPB","","","8.1","UG/M3","","","40.0","PPB","",""
"270031001","East Bethel","Active","R5","45.400799","-93.201103","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Northern Twin Cities Metro","38","","","","1","0","0","0","","","","","","","","","44.0","PPB","",""
"840371190048","Friendship Park","Active","R4","35.281791","-80.851473","223.9","-5","US","NC","04/12/2024","16:00","Mecklenburg County Air Quality","Mecklenburg County|Lincoln County","","","15","","0","0","1","0","","","","","3.5","UG/M3","","","","","",""
"840060690004","San Juan Bautista AMS","Active","R9","36.841488","-121.533444","0.0","-8","US","CA","04/12/2024","16:00","Monterey Bay Unified APCD","","","15","","","0","1","0","0","","","","","","","","","","","14.0","UG/M3"
"014205050","JPN Site 014205050","Active","","35.343257","139.446277","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"016202010","JPN Site 016202010","Active","","36.753342","137.02558","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"026111010","JPN Site 026111010","Active","","34.972121","135.697717","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"027201580","JPN Site 027201580","Active","","34.528276","135.507197","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040202060","JPN Site 040202060","Active","","33.03418","130.435465","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"043201160","JPN Site 043201160","Active","","32.907254","130.691283","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"480271047","Killeen C1047","Active","R6","31.088002","-97.679734","256.2","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","Waco-Killeen","39","","","","1","0","0","1","","","","","","","","","52.0","PPB","",""
"120950009","Orange Near-Road","Inactive","R4","28.534646","-81.384411","0.0","-5","US","FL","04/12/2024","16:00","Florida Dept. of Environmental Protection","","","","","","0","0","0","1","","","","","","","","","","","",""
"BIH010001","Sarajevo","Active","DSBK","43.856665","18.398205","0.0","1","BK","N/A","04/12/2024","16:00","U.S. Department of State Bosnia Herzegovina - Sarajevo","Sarajevo","","","95","","0","0","1","0","","","","","32.0","UG/M3","","","","","",""
"008405010","JPN Site 008405010","Active","","35.964878","140.621984","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"008423040","JPN Site 008423040","Active","","35.939602","140.567545","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"014131530","JPN Site 014131530","Active","","35.521299","139.729579","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"270031002","Blaine","Active","R5","45.1425","-93.2139","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Northern Twin Cities Metro","35","4","9","0","1","1","1","1","0.3","PPB","0.1","PPM","2.0","UG/M3","0.0","PPB","44.0","PPB","4.0","UG/M3"
"370671008","Union Cross","Active","R4","36.0508","-80.143898","285.2","-5","US","NC","04/12/2024","16:00","Forsyth County Office of Environmental Assistance and Protection","Forsyth County-Winston-Salem-Greensboro-High Point","44","","","","1","0","0","0","","","","","","","","","50.0","PPB","",""
"450770002","Clemson","Inactive","R4","34.653301","-82.8386","219.0","-5","US","SC","04/12/2024","16:00","South Carolina DHEC","Greenville-Spartanburg","","","","","1","0","0","0","","","","","","","","","","","",""
"440090007","Narragansett","Active","R1","41.4942","-71.4219","0.0","-5","US","RI","04/12/2024","16:00","Rhode Island Dept. of Environmental Management","Newport|Narragansett","","","13","","1","0","1","0","","","","","3.0","UG/M3","","","","","",""
"270530963","Minneapolis - Andersen School","Active","R5","44.9536","-93.2581","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Twin Cities","","","11","","0","0","1","0","","","","","2.5","UG/M3","","","","","",""
