04/17/24|15:00|000010601|Goose Bay|-4|OZONE|PPB|41|Canadian Air and Precipitation Monitoring Network
04/17/24|15:00|000020104|CHARLOTTETOWN|-4|NO|PPB|0.5|Canada-Prince Edward Island1
04/17/24|15:00|000020104|CHARLOTTETOWN|-4|NO2|PPB|1|Canada-Prince Edward Island1
04/17/24|15:00|000020104|CHARLOTTETOWN|-4|OZONE|PPB|36|Canada-Prince Edward Island1
04/17/24|15:00|000020104|CHARLOTTETOWN|-4|PM2.5|UG/M3|7|Canada-Prince Edward Island1
04/17/24|15:00|000020104|CHARLOTTETOWN|-4|SO2|PPB|0|Canada-Prince Edward Island1
04/17/24|15:00|000020301|WELLINGTON|-4|NO|PPB|0.4|Canada-Prince Edward Island1
04/17/24|15:00|000020301|WELLINGTON|-4|NO2|PPB|0.2|Canada-Prince Edward Island1
04/17/24|15:00|000020301|WELLINGTON|-4|OZONE|PPB|30|Canada-Prince Edward Island1
04/17/24|15:00|000020301|WELLINGTON|-4|PM2.5|UG/M3|3|Canada-Prince Edward Island1
04/17/24|15:00|000020401|SOUTHAMPTON|-4|NO|PPB|0|Canada-Prince Edward Island1
04/17/24|15:00|000020401|SOUTHAMPTON|-4|NO2|PPB|0.4|Canada-Prince Edward Island1
04/17/24|15:00|000020401|SOUTHAMPTON|-4|OZONE|PPB|36|Canada-Prince Edward Island1
04/17/24|15:00|000020401|SOUTHAMPTON|-4|PM2.5|UG/M3|4.2|Canada-Prince Edward Island1
04/17/24|15:00|000030502|Kejimkujik Site B|-4|OZONE|PPB|36|Canadian Air and Precipitation Monitoring Network
04/17/24|15:00|000050113|Laval - Chomedey|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000050113|Laval - Chomedey|-5|PM2.5|UG/M3|2.1|Canada-Quebec1
04/17/24|15:00|000050122|Brossard - Parc Sorb|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000050122|Brossard - Parc Sorb|-5|PM2.5|UG/M3|1.4|Canada-Quebec1
04/17/24|15:00|000050204|Gatineau - Hull|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000050204|Gatineau - Hull|-5|PM2.5|UG/M3|2.1|Canada-Quebec1
04/17/24|15:00|000050308|Québec - Vieux-Limoi|-5|OZONE|PPB|34|Canada-Quebec1
04/17/24|15:00|000050308|Québec - Vieux-Limoi|-5|PM2.5|UG/M3|3|Canada-Quebec1
04/17/24|15:00|000050310|Québec - Collège St-|-5|OZONE|PPB|33|Canada-Quebec1
04/17/24|15:00|000050310|Québec - Collège St-|-5|PM2.5|UG/M3|3.2|Canada-Quebec1
04/17/24|15:00|000050311|Québec - École Les P|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000050311|Québec - École Les P|-5|PM2.5|UG/M3|3|Canada-Quebec1
04/17/24|15:00|000050504|Saguenay - UQAC|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000050504|Saguenay - UQAC|-5|PM2.5|UG/M3|1.4|Canada-Quebec1
04/17/24|15:00|000050604|Rouyn-Noranda - Parc|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000050604|Rouyn-Noranda - Parc|-5|PM2.5|UG/M3|1.5|Canada-Quebec1
04/17/24|15:00|000050803|Trois-Rivières - Éco|-5|OZONE|PPB|38|Canada-Quebec1
04/17/24|15:00|000050803|Trois-Rivières - Éco|-5|PM2.5|UG/M3|0.8|Canada-Quebec1
04/17/24|15:00|000051201|Shawinigan - Saint-M|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000051201|Shawinigan - Saint-M|-5|PM2.5|UG/M3|1.1|Canada-Quebec1
04/17/24|15:00|000051501|Saint-Zéphirin-de-Co|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000051501|Saint-Zéphirin-de-Co|-5|PM2.5|UG/M3|1.3|Canada-Quebec1
04/17/24|15:00|000052001|Charette|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000052001|Charette|-5|PM2.5|UG/M3|1.2|Canada-Quebec1
04/17/24|15:00|000052301|Saint-Faustin-Lac-Ca|-5|OZONE|PPB|37|Canada-Quebec1
04/17/24|15:00|000052301|Saint-Faustin-Lac-Ca|-5|PM2.5|UG/M3|0.9|Canada-Quebec1
04/17/24|15:00|000052401|Parc de la Gatineau |-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000052401|Parc de la Gatineau |-5|PM2.5|UG/M3|0.7|Canada-Quebec1
04/17/24|15:00|000052701|Temiscaming|-5|OZONE|PPB|37|Canada-Quebec1
04/17/24|15:00|000052701|Temiscaming|-5|PM2.5|UG/M3|2.2|Canada-Quebec1
04/17/24|15:00|000052801|Auclair|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000052801|Auclair|-5|PM2.5|UG/M3|0.5|Canada-Quebec1
04/17/24|15:00|000053201|Rés. Faun. Ashuapmus|-5|OZONE|PPB|38|Canada-Quebec1
04/17/24|15:00|000053201|Rés. Faun. Ashuapmus|-5|PM2.5|UG/M3|1.4|Canada-Quebec1
04/17/24|15:00|000053301|Deschambault|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000053301|Deschambault|-5|PM2.5|UG/M3|1.2|Canada-Quebec1
04/17/24|15:00|000053601|Notre-Dame-du-Rosair|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000053601|Notre-Dame-du-Rosair|-5|PM2.5|UG/M3|1|Canada-Quebec1
04/17/24|15:00|000053701|Saint-Hilaire-de-Dor|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000053701|Saint-Hilaire-de-Dor|-5|PM2.5|UG/M3|1.9|Canada-Quebec1
04/17/24|15:00|000053801|Tingwick|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000053801|Tingwick|-5|PM2.5|UG/M3|3.7|Canada-Quebec1
04/17/24|15:00|000054201|Chapais|-5|OZONE|PPB|39|Canadian Air and Precipitation Monitoring Network
04/17/24|15:00|000054401|Saint-Anicet|-5|OZONE|PPB|37|Canada-Quebec1
04/17/24|15:00|000054401|Saint-Anicet|-5|PM2.5|UG/M3|2.4|Canada-Quebec1
04/17/24|15:00|000054901|La Patrie - Ditton|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000054901|La Patrie - Ditton|-5|PM2.5|UG/M3|2.7|Canada-Quebec1
04/17/24|15:00|000055001|Mont-Saint-Michel|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000055001|Mont-Saint-Michel|-5|PM2.5|UG/M3|0.9|Canada-Quebec1
04/17/24|15:00|000055101|Senneterre|-5|OZONE|PPB|37|Canada-Quebec1
04/17/24|15:00|000055101|Senneterre|-5|PM2.5|UG/M3|0.8|Canada-Quebec1
04/17/24|15:00|000055301|Saint-Jean-sur-Riche|-5|OZONE|PPB|36|Canada-Quebec1
04/17/24|15:00|000055301|Saint-Jean-sur-Riche|-5|PM2.5|UG/M3|1.6|Canada-Quebec1
04/17/24|15:00|000055401|Trois-Rivières - Cap|-5|OZONE|PPB|35|Canada-Quebec1
04/17/24|15:00|000055401|Trois-Rivières - Cap|-5|PM2.5|UG/M3|1.2|Canada-Quebec1
04/17/24|15:00|000055501|Frelighsburg|-5|OZONE|PPB|38|Canadian Air and Precipitation Monitoring Network
04/17/24|15:00|000055702|Lévis - Parc Georges|-5|OZONE|PPB|34|Canada-Quebec1
04/17/24|15:00|000055702|Lévis - Parc Georges|-5|PM2.5|UG/M3|2.9|Canada-Quebec1
04/17/24|15:00|000060104|Ottawa Downtown|-5|NO|PPB|1|Ontario Ministry of the Environment
04/17/24|15:00|000060104|Ottawa Downtown|-5|NO2|PPB|1|Ontario Ministry of the Environment
04/17/24|15:00|000060104|Ottawa Downtown|-5|NOX|PPB|2|Ontario Ministry of the Environment
04/17/24|15:00|000060104|Ottawa Downtown|-5|OZONE|PPB|35|Ontario Ministry of the Environment
04/17/24|15:00|000060104|Ottawa Downtown|-5|PM2.5|UG/M3|2|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|CO|PPM|0|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|NO|PPB|2|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|NO2|PPB|6|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|NOX|PPB|8|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|OZONE|PPB|34|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|PM2.5|UG/M3|8|Ontario Ministry of the Environment
04/17/24|15:00|000060204|Windsor Downtown|-5|SO2|PPB|0|Ontario Ministry of the Environment
04/17/24|15:00|000060211|Windsor West|-5|NO|PPB|1|Ontario Ministry of the Environment
04/17/24|15:00|000060211|Windsor West|-5|NO2|PPB|5|Ontario Ministry of the Environment
04/17/24|15:00|000060211|Windsor West|-5|NOX|PPB|6|Ontario Ministry of the Environment
04/17/24|15:00|000060211|Windsor West|-5|OZONE|PPB|34|Ontario Ministry of the Environment
04/17/24|15:00|000060211|Windsor West|-5|PM2.5|UG/M3|9|Ontario Ministry of the Environment
04/17/24|15:00|000060211|Windsor West|-5|SO2|PPB|0|Ontario Ministry of the Environment
04/17/24|15:00|000060304|Kingston|-5|NO|PPB|1|Ontario Ministry of the Environment
04/17/24|15:00|000060304|Kingston|-5|NO2|PPB|2|Ontario Ministry of the Environment
04/17/24|15:00|000060304|Kingston|-5|NOX|PPB|3|Ontario Ministry of the Environment
04/17/24|15:00|000060304|Kingston|-5|OZONE|PPB|34|Ontario Ministry of the Environment
04/17/24|15:00|000060304|Kingston|-5|PM2.5|UG/M3|2|Ontario Ministry of the Environment
